lead_I,lead_II,lead_III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.048,-0.037,0.011,0.042,-0.03,-0.013,-0.003,-0.073,-0.14,-0.16,-0.135,-0.108
-0.052,-0.035,0.018,0.043,-0.034,-0.008,-0.006,-0.075,-0.14,-0.16,-0.135,-0.112
-0.055,-0.034,0.021,0.045,-0.038,-0.006,-0.005,-0.076,-0.14,-0.161,-0.135,-0.115
-0.055,-0.03,0.025,0.042,-0.04,-0.002,-0.005,-0.08,-0.14,-0.165,-0.135,-0.115
-0.059,-0.026,0.033,0.042,-0.046,0.004,-0.005,-0.08,-0.14,-0.165,-0.135,-0.119
-0.06,-0.022,0.038,0.041,-0.049,0.008,-0.005,-0.079,-0.14,-0.165,-0.135,-0.12
-0.06,-0.018,0.042,0.039,-0.051,0.012,-0.005,-0.082,-0.14,-0.165,-0.135,-0.12
-0.06,-0.014,0.046,0.036,-0.052,0.016,-0.006,-0.086,-0.139,-0.165,-0.136,-0.12
-0.06,-0.01,0.05,0.035,-0.055,0.02,-0.01,-0.085,-0.14,-0.165,-0.14,-0.12
-0.064,-0.01,0.054,0.037,-0.059,0.021,-0.01,-0.083,-0.152,-0.165,-0.14,-0.12
-0.069,-0.007,0.062,0.038,-0.065,0.027,-0.01,-0.097,-0.16,-0.168,-0.143,-0.12
-0.084,-0.005,0.08,0.045,-0.081,0.037,-0.01,-0.107,-0.16,-0.172,-0.145,-0.121
-0.095,-0.004,0.091,0.049,-0.092,0.043,-0.01,-0.105,-0.161,-0.176,-0.146,-0.126
-0.085,0.0,0.085,0.042,-0.085,0.042,-0.01,-0.105,-0.165,-0.18,-0.15,-0.13
-0.085,0.0,0.085,0.042,-0.085,0.042,-0.01,-0.105,-0.165,-0.18,-0.15,-0.126
-0.082,0.003,0.085,0.039,-0.084,0.044,-0.013,-0.105,-0.168,-0.183,-0.15,-0.124
-0.08,0.005,0.085,0.037,-0.083,0.045,-0.016,-0.105,-0.171,-0.186,-0.15,-0.125
-0.079,0.006,0.085,0.036,-0.083,0.045,-0.015,-0.105,-0.17,-0.185,-0.15,-0.125
-0.075,0.01,0.085,0.032,-0.08,0.047,-0.015,-0.105,-0.17,-0.185,-0.15,-0.125
-0.075,0.01,0.085,0.032,-0.08,0.047,-0.015,-0.105,-0.17,-0.185,-0.15,-0.125
-0.071,0.014,0.085,0.028,-0.078,0.049,-0.015,-0.105,-0.17,-0.185,-0.15,-0.125
-0.071,0.014,0.085,0.028,-0.079,0.049,-0.015,-0.105,-0.17,-0.185,-0.15,-0.125
-0.066,0.019,0.085,0.023,-0.076,0.052,-0.016,-0.105,-0.17,-0.185,-0.15,-0.125
-0.045,0.04,0.085,0.002,-0.065,0.062,-0.02,-0.105,-0.17,-0.185,-0.15,-0.125
-0.04,0.045,0.085,-0.003,-0.063,0.065,-0.02,-0.105,-0.17,-0.185,-0.15,-0.125
-0.041,0.045,0.086,-0.003,-0.064,0.065,-0.02,-0.105,-0.17,-0.185,-0.15,-0.125
-0.038,0.045,0.083,-0.004,-0.061,0.064,-0.02,-0.105,-0.17,-0.185,-0.15,-0.125
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.02,-0.105,-0.17,-0.185,-0.15,-0.124
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.02,-0.105,-0.17,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.02,-0.105,-0.174,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.017,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.014,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.015,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.015,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.011,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.01,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.01,-0.105,-0.175,-0.185,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.01,-0.105,-0.175,-0.184,-0.15,-0.12
-0.035,0.045,0.08,-0.005,-0.058,0.062,-0.01,-0.105,-0.175,-0.18,-0.15,-0.12
-0.036,0.045,0.081,-0.004,-0.059,0.062,-0.006,-0.109,-0.175,-0.18,-0.15,-0.12
-0.028,0.046,0.074,-0.009,-0.052,0.059,-0.005,-0.11,-0.175,-0.18,-0.15,-0.118
-0.025,0.042,0.067,-0.009,-0.047,0.054,-0.005,-0.11,-0.175,-0.18,-0.15,-0.128
-0.032,0.033,0.064,-0.001,-0.049,0.048,-0.005,-0.11,-0.174,-0.18,-0.149,-0.141
-0.035,0.025,0.06,0.005,-0.048,0.042,-0.005,-0.11,-0.17,-0.18,-0.145,-0.135
-0.03,0.021,0.052,0.005,-0.041,0.036,-0.001,-0.11,-0.17,-0.18,-0.145,-0.135
-0.033,0.015,0.047,0.009,-0.04,0.031,0.001,-0.11,-0.17,-0.18,-0.145,-0.135
-0.035,0.006,0.041,0.015,-0.038,0.023,-0.001,-0.11,-0.17,-0.18,-0.145,-0.135
-0.045,-0.001,0.043,0.023,-0.044,0.021,0.001,-0.11,-0.17,-0.18,-0.145,-0.135
-0.065,-0.005,0.06,0.035,-0.062,0.027,0.005,-0.11,-0.17,-0.18,-0.145,-0.135
-0.058,-0.009,0.049,0.033,-0.054,0.02,0.005,-0.11,-0.17,-0.18,-0.145,-0.135
-0.048,-0.013,0.035,0.03,-0.041,0.01,0.005,-0.11,-0.171,-0.18,-0.145,-0.135
-0.042,-0.017,0.025,0.029,-0.033,0.004,0.005,-0.11,-0.168,-0.18,-0.145,-0.135
-0.031,-0.021,0.01,0.026,-0.021,-0.005,0.006,-0.111,-0.165,-0.18,-0.145,-0.135
-0.025,-0.025,0.0,0.025,-0.012,-0.012,0.01,-0.115,-0.165,-0.18,-0.145,-0.135
-0.059,-0.029,0.03,0.044,-0.044,0.0,0.01,-0.115,-0.165,-0.18,-0.145,-0.135
-0.097,-0.031,0.066,0.064,-0.081,0.017,0.01,-0.115,-0.165,-0.18,-0.145,-0.136
-0.103,-0.027,0.076,0.065,-0.089,0.024,0.01,-0.115,-0.165,-0.18,-0.145,-0.133
-0.104,-0.035,0.069,0.069,-0.086,0.017,0.011,-0.115,-0.165,-0.18,-0.145,-0.13
-0.125,-0.055,0.07,0.09,-0.097,0.007,0.015,-0.115,-0.165,-0.18,-0.145,-0.13
-0.115,-0.044,0.071,0.079,-0.092,0.013,0.015,-0.115,-0.165,-0.18,-0.145,-0.13
-0.1,-0.033,0.067,0.067,-0.084,0.016,0.015,-0.115,-0.162,-0.18,-0.145,-0.13
-0.089,-0.024,0.064,0.056,-0.076,0.02,0.015,-0.115,-0.159,-0.18,-0.145,-0.13
-0.078,-0.013,0.065,0.045,-0.071,0.026,0.015,-0.115,-0.16,-0.18,-0.145,-0.13
-0.07,-0.005,0.065,0.037,-0.067,0.03,0.015,-0.115,-0.16,-0.18,-0.145,-0.13
-0.054,0.007,0.061,0.024,-0.057,0.034,0.015,-0.115,-0.16,-0.18,-0.145,-0.13
-0.042,0.018,0.059,0.012,-0.05,0.039,0.015,-0.116,-0.16,-0.18,-0.145,-0.13
-0.042,0.019,0.061,0.012,-0.051,0.039,0.015,-0.113,-0.16,-0.18,-0.145,-0.13
-0.045,0.015,0.059,0.015,-0.052,0.036,0.015,-0.11,-0.16,-0.18,-0.145,-0.13
-0.04,0.015,0.055,0.012,-0.048,0.035,0.015,-0.11,-0.16,-0.18,-0.145,-0.13
-0.044,0.011,0.055,0.016,-0.049,0.032,0.015,-0.11,-0.16,-0.18,-0.145,-0.13
-0.046,0.01,0.056,0.017,-0.05,0.032,0.015,-0.11,-0.16,-0.18,-0.148,-0.133
-0.045,0.008,0.053,0.018,-0.049,0.03,0.015,-0.11,-0.16,-0.18,-0.151,-0.136
-0.045,0.005,0.05,0.02,-0.048,0.027,0.015,-0.11,-0.16,-0.18,-0.15,-0.135
-0.045,0.005,0.05,0.02,-0.048,0.027,0.015,-0.11,-0.16,-0.18,-0.15,-0.135
-0.05,0.001,0.05,0.024,-0.05,0.026,0.015,-0.11,-0.16,-0.18,-0.15,-0.135
-0.048,-0.001,0.047,0.024,-0.047,0.023,0.015,-0.107,-0.16,-0.18,-0.15,-0.135
-0.044,0.001,0.044,0.021,-0.044,0.022,0.015,-0.104,-0.16,-0.18,-0.15,-0.135
-0.046,-0.001,0.045,0.023,-0.046,0.022,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.05,-0.005,0.045,0.027,-0.047,0.02,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.046,-0.005,0.041,0.025,-0.043,0.018,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.048,-0.008,0.039,0.028,-0.043,0.015,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.051,-0.01,0.04,0.03,-0.046,0.015,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.05,-0.011,0.039,0.03,-0.045,0.014,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.055,-0.015,0.04,0.035,-0.047,0.012,0.015,-0.105,-0.16,-0.18,-0.15,-0.135
-0.067,-0.015,0.052,0.04,-0.059,0.019,0.015,-0.101,-0.16,-0.18,-0.15,-0.135
-0.078,-0.018,0.06,0.048,-0.068,0.021,0.012,-0.1,-0.16,-0.18,-0.15,-0.135
-0.08,-0.02,0.06,0.05,-0.07,0.02,0.008,-0.1,-0.16,-0.18,-0.15,-0.135
-0.081,-0.02,0.061,0.05,-0.071,0.02,0.004,-0.1,-0.16,-0.18,-0.15,-0.135
-0.085,-0.02,0.065,0.052,-0.075,0.022,0.0,-0.1,-0.16,-0.18,-0.15,-0.135
-0.081,-0.016,0.065,0.048,-0.073,0.024,-0.004,-0.1,-0.16,-0.18,-0.15,-0.135
-0.079,-0.011,0.068,0.045,-0.073,0.028,-0.009,-0.1,-0.16,-0.18,-0.15,-0.135
-0.081,-0.01,0.071,0.045,-0.076,0.031,-0.01,-0.1,-0.16,-0.18,-0.15,-0.135
-0.078,-0.009,0.069,0.044,-0.073,0.03,-0.011,-0.1,-0.16,-0.179,-0.149,-0.135
-0.065,-0.005,0.06,0.035,-0.062,0.027,-0.015,-0.1,-0.16,-0.175,-0.145,-0.135
-0.053,0.0,0.052,0.026,-0.052,0.025,-0.019,-0.108,-0.159,-0.173,-0.145,-0.135
-0.077,-0.001,0.077,0.039,-0.077,0.038,-0.023,-0.115,-0.167,-0.188,-0.145,-0.135
-0.089,0.003,0.092,0.043,-0.091,0.048,-0.028,-0.113,-0.169,-0.195,-0.145,-0.135
-0.071,0.012,0.083,0.03,-0.077,0.047,-0.03,-0.11,-0.164,-0.189,-0.144,-0.134
-0.065,0.015,0.08,0.025,-0.073,0.047,-0.025,-0.11,-0.165,-0.19,-0.14,-0.13
-0.058,0.019,0.077,0.019,-0.067,0.047,-0.025,-0.106,-0.166,-0.191,-0.14,-0.13
-0.048,0.023,0.071,0.012,-0.059,0.047,-0.026,-0.105,-0.162,-0.187,-0.14,-0.131
-0.062,0.027,0.089,0.018,-0.076,0.058,-0.023,-0.103,-0.16,-0.185,-0.14,-0.128
-0.08,0.031,0.112,0.025,-0.096,0.071,-0.02,-0.099,-0.16,-0.185,-0.14,-0.125
-0.065,0.035,0.1,0.015,-0.083,0.067,-0.02,-0.1,-0.16,-0.185,-0.14,-0.125
-0.06,0.031,0.092,0.014,-0.076,0.061,-0.02,-0.101,-0.16,-0.185,-0.136,-0.125
-0.057,0.027,0.084,0.015,-0.071,0.055,-0.02,-0.097,-0.157,-0.182,-0.135,-0.125
-0.053,0.023,0.076,0.015,-0.065,0.049,-0.018,-0.095,-0.154,-0.179,-0.135,-0.123
-0.049,0.019,0.068,0.015,-0.059,0.043,-0.015,-0.094,-0.155,-0.18,-0.135,-0.12
-0.045,0.015,0.06,0.015,-0.053,0.037,-0.015,-0.09,-0.155,-0.18,-0.135,-0.12
-0.037,0.015,0.052,0.011,-0.045,0.033,-0.015,-0.09,-0.151,-0.176,-0.131,-0.12
-0.034,0.012,0.046,0.01,-0.04,0.029,-0.012,-0.087,-0.15,-0.175,-0.13,-0.117
-0.037,0.008,0.045,0.014,-0.041,0.026,-0.01,-0.084,-0.15,-0.175,-0.13,-0.115
-0.04,0.004,0.044,0.018,-0.043,0.024,-0.01,-0.085,-0.15,-0.175,-0.13,-0.115
-0.04,0.0,0.04,0.02,-0.04,0.02,-0.01,-0.085,-0.15,-0.175,-0.13,-0.115
-0.044,-0.004,0.04,0.024,-0.042,0.017,-0.011,-0.077,-0.146,-0.171,-0.13,-0.115
-0.044,-0.006,0.038,0.025,-0.041,0.016,-0.004,-0.071,-0.142,-0.167,-0.127,-0.112
-0.033,-0.001,0.031,0.016,-0.032,0.015,0.003,-0.069,-0.138,-0.163,-0.125,-0.11
-0.035,0.007,0.041,0.014,-0.038,0.024,0.006,-0.063,-0.135,-0.16,-0.124,-0.109
-0.06,0.01,0.07,0.025,-0.065,0.04,0.01,-0.055,-0.135,-0.16,-0.12,-0.105
-0.053,0.014,0.067,0.019,-0.061,0.041,0.018,-0.051,-0.131,-0.156,-0.12,-0.105
-0.046,0.018,0.064,0.013,-0.055,0.04,0.023,-0.047,-0.126,-0.151,-0.121,-0.102
-0.044,0.022,0.066,0.011,-0.055,0.044,0.027,-0.043,-0.125,-0.15,-0.118,-0.1
-0.038,0.026,0.064,0.005,-0.051,0.045,0.031,-0.04,-0.124,-0.149,-0.115,-0.099
-0.035,0.03,0.065,0.002,-0.05,0.047,0.035,-0.04,-0.12,-0.145,-0.115,-0.095
-0.059,0.031,0.09,0.014,-0.074,0.06,0.035,-0.04,-0.116,-0.141,-0.111,-0.095
-0.072,0.028,0.101,0.022,-0.087,0.064,0.035,-0.04,-0.115,-0.14,-0.109,-0.092
-0.063,0.036,0.1,0.014,-0.082,0.068,0.035,-0.04,-0.115,-0.139,-0.111,-0.09
-0.055,0.045,0.1,0.005,-0.078,0.072,0.035,-0.04,-0.115,-0.134,-0.109,-0.089
-0.06,0.04,0.1,0.01,-0.08,0.07,0.035,-0.04,-0.115,-0.13,-0.105,-0.085
-0.061,0.04,0.1,0.01,-0.08,0.07,0.033,-0.04,-0.115,-0.126,-0.105,-0.085
-0.059,0.041,0.099,0.009,-0.079,0.07,0.049,-0.04,-0.115,-0.122,-0.102,-0.082
-0.063,0.039,0.102,0.012,-0.082,0.07,0.052,-0.04,-0.115,-0.118,-0.099,-0.079
-0.064,0.042,0.105,0.01,-0.085,0.073,0.037,-0.04,-0.115,-0.114,-0.1,-0.08
-0.05,0.055,0.105,-0.003,-0.078,0.08,0.03,-0.04,-0.115,-0.11,-0.1,-0.08
-0.037,0.068,0.105,-0.016,-0.071,0.086,0.018,-0.04,-0.115,-0.106,-0.096,-0.08
-0.03,0.075,0.105,-0.023,-0.067,0.089,0.009,-0.037,-0.115,-0.105,-0.095,-0.08
-0.017,0.089,0.105,-0.037,-0.061,0.097,-0.001,-0.034,-0.115,-0.105,-0.095,-0.08
-0.003,0.101,0.104,-0.049,-0.054,0.102,-0.013,-0.035,-0.115,-0.105,-0.096,-0.08
-0.005,0.095,0.1,-0.045,-0.053,0.097,-0.02,-0.035,-0.115,-0.105,-0.1,-0.08
-0.006,0.094,0.1,-0.044,-0.053,0.097,-0.02,-0.035,-0.115,-0.105,-0.1,-0.08
-0.001,0.096,0.097,-0.048,-0.05,0.096,-0.02,-0.035,-0.115,-0.105,-0.1,-0.08
-0.001,0.093,0.094,-0.046,-0.048,0.094,-0.02,-0.035,-0.115,-0.105,-0.1,-0.08
-0.006,0.09,0.095,-0.042,-0.051,0.092,-0.02,-0.035,-0.115,-0.105,-0.1,-0.08
-0.005,0.09,0.095,-0.043,-0.05,0.092,-0.02,-0.035,-0.115,-0.105,-0.1,-0.08
0.0,0.09,0.091,-0.045,-0.045,0.091,-0.02,-0.035,-0.115,-0.105,-0.104,-0.08
-0.003,0.087,0.09,-0.042,-0.047,0.088,-0.018,-0.035,-0.115,-0.104,-0.105,-0.08
-0.004,0.085,0.088,-0.041,-0.047,0.086,-0.028,-0.035,-0.115,-0.109,-0.105,-0.08
0.0,0.085,0.084,-0.043,-0.042,0.085,-0.042,-0.035,-0.115,-0.116,-0.105,-0.08
0.0,0.085,0.085,-0.043,-0.043,0.085,-0.045,-0.035,-0.115,-0.12,-0.105,-0.08
0.001,0.086,0.085,-0.044,-0.043,0.086,-0.062,-0.039,-0.123,-0.127,-0.104,-0.08
-0.005,0.077,0.082,-0.036,-0.044,0.08,-0.064,-0.04,-0.132,-0.14,-0.111,-0.082
-0.015,0.063,0.078,-0.024,-0.047,0.071,-0.057,-0.04,-0.137,-0.148,-0.118,-0.088
-0.021,0.053,0.074,-0.016,-0.048,0.063,-0.055,-0.04,-0.141,-0.15,-0.121,-0.09
-0.025,0.045,0.07,-0.01,-0.048,0.057,-0.055,-0.04,-0.145,-0.15,-0.125,-0.09
-0.037,0.033,0.07,0.002,-0.054,0.052,-0.051,-0.04,-0.145,-0.15,-0.129,-0.098
-0.047,0.02,0.068,0.013,-0.058,0.044,-0.046,-0.04,-0.145,-0.149,-0.13,-0.103
-0.052,0.011,0.062,0.02,-0.058,0.036,-0.045,-0.04,-0.145,-0.153,-0.129,-0.107
-0.057,0.003,0.06,0.027,-0.059,0.031,-0.044,-0.041,-0.145,-0.162,-0.131,-0.11
-0.065,-0.005,0.06,0.035,-0.062,0.027,-0.04,-0.045,-0.145,-0.165,-0.135,-0.11
-0.07,-0.013,0.056,0.041,-0.062,0.021,-0.04,-0.045,-0.145,-0.165,-0.135,-0.11
-0.069,-0.018,0.051,0.043,-0.06,0.017,-0.04,-0.045,-0.148,-0.165,-0.134,-0.113
-0.074,-0.023,0.05,0.049,-0.062,0.013,-0.04,-0.045,-0.151,-0.165,-0.137,-0.116
-0.081,-0.032,0.049,0.057,-0.065,0.008,-0.04,-0.045,-0.149,-0.165,-0.14,-0.115
-0.08,-0.04,0.04,0.06,-0.06,0.0,-0.04,-0.045,-0.145,-0.165,-0.14,-0.115
-0.08,-0.044,0.036,0.061,-0.057,-0.004,-0.036,-0.045,-0.145,-0.165,-0.14,-0.119
-0.081,-0.048,0.033,0.064,-0.057,-0.008,-0.035,-0.045,-0.145,-0.165,-0.14,-0.12
-0.077,-0.05,0.026,0.064,-0.051,-0.012,-0.035,-0.047,-0.145,-0.165,-0.14,-0.12
-0.068,-0.05,0.019,0.059,-0.043,-0.016,-0.035,-0.051,-0.145,-0.165,-0.14,-0.12
-0.065,-0.05,0.015,0.057,-0.04,-0.017,-0.035,-0.055,-0.145,-0.165,-0.14,-0.12
-0.061,-0.05,0.011,0.056,-0.036,-0.019,-0.035,-0.063,-0.145,-0.165,-0.144,-0.12
-0.056,-0.05,0.006,0.053,-0.031,-0.022,-0.036,-0.069,-0.145,-0.165,-0.145,-0.12
-0.072,-0.067,0.005,0.068,-0.038,-0.031,-0.033,-0.071,-0.145,-0.165,-0.145,-0.12
-0.093,-0.088,0.004,0.09,-0.048,-0.042,-0.03,-0.078,-0.145,-0.165,-0.145,-0.12
-0.09,-0.09,0.0,0.09,-0.045,-0.045,-0.03,-0.09,-0.145,-0.165,-0.145,-0.12
-0.092,-0.092,0.0,0.092,-0.046,-0.045,-0.03,-0.086,-0.145,-0.165,-0.145,-0.12
-0.108,-0.112,-0.003,0.11,-0.052,-0.057,-0.03,-0.084,-0.145,-0.165,-0.145,-0.123
-0.115,-0.121,-0.005,0.119,-0.055,-0.063,-0.03,-0.085,-0.145,-0.165,-0.145,-0.126
-0.108,-0.114,-0.006,0.112,-0.051,-0.06,-0.029,-0.085,-0.145,-0.165,-0.145,-0.125
-0.105,-0.115,-0.01,0.11,-0.047,-0.062,-0.025,-0.085,-0.145,-0.165,-0.145,-0.125
-0.101,-0.111,-0.01,0.106,-0.046,-0.06,-0.025,-0.085,-0.145,-0.165,-0.145,-0.125
-0.096,-0.109,-0.014,0.103,-0.041,-0.061,-0.025,-0.085,-0.145,-0.165,-0.148,-0.125
-0.097,-0.111,-0.014,0.104,-0.041,-0.062,-0.025,-0.085,-0.145,-0.165,-0.151,-0.125
-0.091,-0.109,-0.018,0.101,-0.036,-0.063,-0.025,-0.085,-0.145,-0.165,-0.15,-0.125
-0.07,-0.105,-0.035,0.088,-0.017,-0.07,-0.025,-0.085,-0.145,-0.165,-0.15,-0.125
-0.072,-0.105,-0.033,0.088,-0.019,-0.068,-0.026,-0.084,-0.146,-0.165,-0.15,-0.125
-0.084,-0.106,-0.022,0.095,-0.03,-0.064,-0.017,-0.089,-0.136,-0.166,-0.15,-0.125
-0.064,-0.103,-0.039,0.084,-0.013,-0.071,-0.005,-0.069,-0.127,-0.162,-0.15,-0.127
-0.037,-0.1,-0.062,0.068,0.012,-0.081,0.002,-0.024,-0.114,-0.153,-0.15,-0.131
-0.04,-0.1,-0.06,0.07,0.01,-0.08,0.01,0.01,-0.085,-0.145,-0.15,-0.13
-0.024,-0.1,-0.077,0.062,0.027,-0.089,0.015,0.048,-0.064,-0.136,-0.149,-0.126
-0.021,-0.097,-0.077,0.059,0.028,-0.087,0.047,0.14,-0.015,-0.136,-0.153,-0.125
-0.043,-0.093,-0.05,0.069,0.004,-0.071,0.092,0.243,0.04,-0.113,-0.141,-0.124
-0.035,-0.097,-0.063,0.066,0.014,-0.079,0.119,0.333,0.097,-0.071,-0.122,-0.127
0.03,-0.095,-0.125,0.033,0.078,-0.11,0.135,0.425,0.185,-0.03,-0.105,-0.125
0.061,-0.047,-0.108,-0.007,0.085,-0.077,0.165,0.484,0.289,0.051,-0.047,-0.074
0.081,-0.007,-0.088,-0.037,0.085,-0.047,0.136,0.48,0.392,0.146,0.021,-0.027
0.111,0.065,-0.047,-0.088,0.079,0.009,0.091,0.399,0.485,0.248,0.107,0.042
0.169,0.187,0.019,-0.179,0.075,0.103,0.044,0.237,0.571,0.384,0.238,0.163
0.25,0.33,0.08,-0.29,0.085,0.205,-0.055,-0.005,0.645,0.555,0.41,0.31
0.307,0.504,0.197,-0.406,0.055,0.35,-0.196,-0.326,0.679,0.706,0.577,0.468
0.397,0.687,0.289,-0.543,0.054,0.487,-0.357,-0.724,0.67,0.868,0.756,0.637
0.445,0.844,0.399,-0.645,0.023,0.621,-0.504,-1.108,0.653,1.008,0.91,0.783
0.442,0.996,0.554,-0.72,-0.057,0.775,-0.614,-1.406,0.641,1.126,1.04,0.915
0.44,1.165,0.725,-0.803,-0.143,0.945,-0.685,-1.63,0.625,1.27,1.2,1.07
0.353,1.267,0.914,-0.81,-0.281,1.09,-0.726,-1.813,0.616,1.404,1.352,1.205
0.254,1.217,0.963,-0.736,-0.354,1.089,-0.8,-1.933,0.565,1.401,1.347,1.202
0.212,1.075,0.863,-0.644,-0.326,0.969,-0.885,-1.994,0.419,1.235,1.203,1.098
0.165,0.923,0.758,-0.544,-0.297,0.84,-0.914,-1.992,0.242,1.005,1.029,0.974
0.05,0.785,0.735,-0.418,-0.343,0.76,-0.88,-1.935,0.11,0.8,0.875,0.85
-0.045,0.666,0.71,-0.311,-0.378,0.687,-0.858,-1.886,-0.084,0.577,0.704,0.717
-0.126,0.537,0.663,-0.205,-0.395,0.6,-0.811,-1.84,-0.422,0.275,0.491,0.556
-0.216,0.407,0.623,-0.096,-0.42,0.515,-0.75,-1.818,-0.773,-0.041,0.262,0.387
-0.252,0.302,0.554,-0.025,-0.403,0.428,-0.698,-1.748,-0.933,-0.236,0.094,0.261
-0.2,0.22,0.42,-0.01,-0.31,0.32,-0.655,-1.555,-0.865,-0.275,0.025,0.19
-0.185,0.13,0.315,0.027,-0.25,0.222,-0.619,-1.355,-0.766,-0.282,-0.03,0.117
-0.182,0.063,0.245,0.06,-0.214,0.153,-0.545,-1.153,-0.688,-0.299,-0.091,0.062
-0.195,0.005,0.2,0.095,-0.198,0.102,-0.46,-0.964,-0.606,-0.302,-0.129,0.017
-0.211,-0.044,0.166,0.127,-0.188,0.061,-0.377,-0.783,-0.512,-0.286,-0.143,-0.024
-0.195,-0.06,0.135,0.127,-0.165,0.037,-0.29,-0.615,-0.435,-0.275,-0.155,-0.055
-0.175,-0.056,0.118,0.115,-0.146,0.031,-0.248,-0.522,-0.39,-0.263,-0.16,-0.089
-0.157,-0.054,0.103,0.105,-0.13,0.025,-0.213,-0.451,-0.347,-0.251,-0.16,-0.101
-0.143,-0.056,0.087,0.099,-0.114,0.015,-0.178,-0.38,-0.306,-0.239,-0.16,-0.1
-0.124,-0.053,0.071,0.088,-0.097,0.009,-0.147,-0.315,-0.271,-0.228,-0.16,-0.1
-0.11,-0.055,0.055,0.082,-0.082,0.0,-0.115,-0.255,-0.235,-0.22,-0.16,-0.1
-0.127,-0.084,0.043,0.105,-0.085,-0.021,-0.091,-0.197,-0.21,-0.208,-0.16,-0.104
-0.127,-0.093,0.034,0.11,-0.08,-0.03,-0.069,-0.16,-0.189,-0.199,-0.16,-0.106
-0.115,-0.089,0.027,0.102,-0.071,-0.031,-0.054,-0.128,-0.174,-0.19,-0.16,-0.104
-0.108,-0.09,0.017,0.099,-0.062,-0.037,-0.049,-0.1,-0.169,-0.177,-0.16,-0.106
-0.095,-0.09,0.005,0.092,-0.05,-0.042,-0.045,-0.09,-0.165,-0.17,-0.16,-0.11
-0.085,-0.088,-0.003,0.087,-0.041,-0.045,-0.041,-0.083,-0.161,-0.174,-0.16,-0.11
-0.091,-0.101,-0.01,0.097,-0.04,-0.055,-0.034,-0.071,-0.154,-0.176,-0.16,-0.11
-0.095,-0.116,-0.021,0.106,-0.037,-0.068,-0.027,-0.06,-0.147,-0.175,-0.16,-0.11
-0.097,-0.13,-0.033,0.113,-0.032,-0.08,-0.024,-0.053,-0.144,-0.175,-0.161,-0.111
-0.105,-0.145,-0.04,0.125,-0.032,-0.092,-0.02,-0.045,-0.14,-0.175,-0.165,-0.115
-0.093,-0.138,-0.044,0.116,-0.024,-0.091,-0.016,-0.037,-0.136,-0.175,-0.165,-0.115
-0.086,-0.131,-0.045,0.109,-0.02,-0.088,-0.015,-0.032,-0.135,-0.175,-0.165,-0.114
-0.084,-0.129,-0.045,0.107,-0.019,-0.086,-0.015,-0.027,-0.136,-0.175,-0.165,-0.117
-0.078,-0.123,-0.045,0.101,-0.016,-0.084,-0.015,-0.018,-0.134,-0.175,-0.165,-0.12
-0.07,-0.115,-0.045,0.093,-0.012,-0.08,-0.015,-0.01,-0.13,-0.175,-0.165,-0.12
-0.066,-0.111,-0.045,0.089,-0.011,-0.077,-0.015,-0.006,-0.13,-0.175,-0.165,-0.12
-0.061,-0.108,-0.046,0.085,-0.007,-0.077,-0.012,-0.002,-0.131,-0.175,-0.165,-0.123
-0.061,-0.101,-0.04,0.082,-0.01,-0.071,-0.009,0.001,-0.128,-0.175,-0.165,-0.126
-0.066,-0.093,-0.027,0.08,-0.019,-0.059,-0.01,0.0,-0.125,-0.175,-0.165,-0.125
-0.07,-0.085,-0.015,0.078,-0.027,-0.05,-0.01,0.0,-0.125,-0.175,-0.165,-0.125
-0.074,-0.077,-0.003,0.076,-0.035,-0.04,-0.01,0.004,-0.125,-0.175,-0.165,-0.125
-0.078,-0.069,0.009,0.073,-0.043,-0.03,-0.01,0.006,-0.122,-0.176,-0.166,-0.122
-0.082,-0.061,0.021,0.071,-0.051,-0.02,-0.01,0.004,-0.119,-0.173,-0.163,-0.119
