I,II,III,aVR,aVL,aVF
0.154,0.4,0.246,-0.277,-0.046,0.323
0.185,0.425,0.241,-0.306,-0.028,0.333
0.175,0.436,0.261,-0.306,-0.043,0.348
0.141,0.429,0.288,-0.286,-0.073,0.358
0.15,0.43,0.28,-0.29,-0.065,0.355
0.152,0.432,0.28,-0.292,-0.064,0.355
0.175,0.452,0.277,-0.313,-0.052,0.364
0.185,0.459,0.275,-0.323,-0.045,0.367
0.173,0.447,0.274,-0.311,-0.051,0.36
0.17,0.44,0.27,-0.305,-0.05,0.355
0.162,0.432,0.27,-0.297,-0.054,0.351
0.157,0.424,0.267,-0.291,-0.055,0.345
0.151,0.415,0.265,-0.284,-0.057,0.34
0.145,0.409,0.264,-0.277,-0.06,0.336
0.145,0.405,0.26,-0.275,-0.058,0.332
0.129,0.39,0.26,-0.259,-0.066,0.324
0.118,0.373,0.255,-0.245,-0.069,0.313
0.111,0.357,0.246,-0.234,-0.068,0.301
0.104,0.342,0.238,-0.223,-0.068,0.29
0.1,0.33,0.23,-0.215,-0.065,0.28
0.092,0.314,0.222,-0.203,-0.065,0.268
0.087,0.301,0.213,-0.194,-0.063,0.257
0.081,0.289,0.208,-0.185,-0.064,0.248
0.075,0.277,0.203,-0.176,-0.064,0.239
0.075,0.265,0.19,-0.17,-0.058,0.227
0.063,0.245,0.182,-0.154,-0.059,0.213
0.053,0.227,0.175,-0.14,-0.061,0.201
0.048,0.212,0.164,-0.13,-0.058,0.188
0.043,0.196,0.153,-0.12,-0.055,0.174
0.035,0.18,0.145,-0.108,-0.055,0.162
0.027,0.164,0.137,-0.096,-0.055,0.15
0.02,0.151,0.131,-0.085,-0.056,0.14
0.009,0.139,0.13,-0.074,-0.061,0.134
-0.002,0.128,0.129,-0.063,-0.065,0.128
-0.005,0.12,0.125,-0.058,-0.065,0.122
-0.013,0.112,0.125,-0.05,-0.069,0.118
-0.018,0.104,0.122,-0.043,-0.07,0.113
-0.023,0.097,0.12,-0.037,-0.072,0.108
-0.033,0.087,0.119,-0.027,-0.076,0.103
-0.035,0.08,0.115,-0.023,-0.075,0.097
-0.018,0.097,0.115,-0.04,-0.067,0.106
-0.016,0.096,0.112,-0.04,-0.064,0.104
-0.024,0.087,0.11,-0.031,-0.067,0.098
-0.024,0.084,0.109,-0.03,-0.067,0.096
-0.02,0.08,0.1,-0.03,-0.06,0.09
-0.024,0.072,0.096,-0.024,-0.06,0.083
-0.026,0.066,0.092,-0.021,-0.059,0.079
-0.024,0.064,0.088,-0.02,-0.057,0.075
-0.026,0.058,0.084,-0.017,-0.055,0.071
-0.03,0.05,0.08,-0.01,-0.055,0.065
-0.03,0.046,0.076,-0.008,-0.054,0.061
-0.029,0.042,0.071,-0.007,-0.051,0.057
-0.032,0.038,0.07,-0.003,-0.051,0.054
-0.035,0.034,0.069,0.001,-0.053,0.051
-0.035,0.03,0.065,0.002,-0.05,0.047
-0.039,0.026,0.065,0.006,-0.053,0.046
-0.041,0.022,0.062,0.009,-0.052,0.042
-0.04,0.02,0.059,0.01,-0.049,0.039
-0.04,0.02,0.06,0.01,-0.05,0.04
-0.04,0.02,0.06,0.01,-0.05,0.04
-0.035,0.02,0.056,0.007,-0.045,0.038
-0.038,0.017,0.055,0.01,-0.047,0.036
-0.039,0.014,0.053,0.012,-0.046,0.034
-0.035,0.015,0.05,0.01,-0.043,0.032
-0.035,0.015,0.05,0.01,-0.043,0.032
-0.03,0.015,0.046,0.007,-0.039,0.031
-0.033,0.012,0.045,0.01,-0.039,0.028
-0.035,0.009,0.045,0.012,-0.04,0.026
-0.036,0.01,0.046,0.012,-0.041,0.028
-0.04,0.01,0.05,0.015,-0.045,0.03
-0.04,0.01,0.05,0.015,-0.045,0.03
-0.039,0.011,0.05,0.014,-0.045,0.03
-0.042,0.008,0.05,0.017,-0.046,0.029
-0.045,0.005,0.05,0.02,-0.048,0.027
-0.045,0.005,0.05,0.02,-0.048,0.027
-0.045,0.005,0.05,0.02,-0.048,0.027
-0.044,0.006,0.049,0.019,-0.047,0.027
-0.049,0.003,0.052,0.023,-0.051,0.027
-0.056,0.0,0.055,0.028,-0.056,0.027
-0.055,0.0,0.055,0.027,-0.055,0.027
-0.055,0.0,0.055,0.027,-0.055,0.027
-0.055,0.0,0.055,0.027,-0.055,0.027
-0.055,0.0,0.055,0.027,-0.055,0.027
-0.055,0.0,0.055,0.027,-0.055,0.027
-0.055,0.0,0.055,0.027,-0.055,0.027
-0.053,0.002,0.055,0.025,-0.054,0.028
-0.066,-0.013,0.053,0.039,-0.059,0.02
-0.067,-0.02,0.047,0.044,-0.057,0.013
-0.069,-0.014,0.054,0.041,-0.061,0.02
-0.09,-0.015,0.075,0.052,-0.082,0.03
-0.087,-0.015,0.072,0.051,-0.079,0.028
-0.081,-0.015,0.066,0.048,-0.073,0.026
-0.078,-0.015,0.063,0.046,-0.07,0.024
-0.074,-0.015,0.059,0.044,-0.066,0.022
-0.07,-0.015,0.055,0.042,-0.062,0.02
-0.066,-0.015,0.051,0.04,-0.058,0.018
-0.062,-0.015,0.047,0.038,-0.054,0.016
-0.058,-0.015,0.043,0.036,-0.05,0.014
-0.054,-0.015,0.039,0.034,-0.046,0.011
-0.05,-0.015,0.035,0.032,-0.042,0.01
-0.051,-0.015,0.035,0.033,-0.042,0.01
-0.044,-0.012,0.032,0.028,-0.038,0.01
-0.039,-0.009,0.03,0.024,-0.035,0.01
-0.039,-0.01,0.029,0.025,-0.034,0.009
-0.035,-0.01,0.025,0.022,-0.03,0.007
-0.035,-0.01,0.025,0.022,-0.03,0.007
-0.033,-0.01,0.023,0.021,-0.028,0.006
-0.027,-0.01,0.017,0.019,-0.022,0.004
-0.025,-0.01,0.015,0.017,-0.02,0.002
-0.025,-0.01,0.015,0.017,-0.02,0.002
-0.021,-0.01,0.011,0.015,-0.016,0.0
-0.02,-0.01,0.01,0.015,-0.015,0.0
-0.018,-0.01,0.008,0.014,-0.013,-0.001
-0.014,-0.01,0.005,0.011,-0.01,-0.002
-0.015,-0.01,0.005,0.012,-0.01,-0.002
-0.019,-0.018,0.001,0.018,-0.01,-0.008
-0.026,-0.026,0.0,0.026,-0.013,-0.013
-0.034,-0.034,0.0,0.034,-0.017,-0.017
-0.042,-0.042,0.0,0.042,-0.021,-0.021
-0.045,-0.045,0.0,0.045,-0.022,-0.022
-0.037,-0.037,0.0,0.037,-0.018,-0.018
-0.032,-0.032,0.0,0.032,-0.016,-0.016
-0.026,-0.026,0.0,0.026,-0.013,-0.013
-0.019,-0.019,0.0,0.019,-0.009,-0.009
-0.015,-0.015,0.0,0.015,-0.007,-0.007
-0.007,-0.007,0.0,0.007,-0.003,-0.003
-0.001,-0.002,-0.001,0.001,0.0,-0.001
-0.002,0.002,0.003,0.0,-0.003,0.002
-0.005,0.006,0.012,0.0,-0.009,0.008
-0.005,0.01,0.015,-0.003,-0.01,0.012
-0.005,0.014,0.019,-0.005,-0.012,0.016
-0.005,0.018,0.023,-0.007,-0.014,0.02
-0.005,0.022,0.027,-0.009,-0.016,0.024
-0.006,0.026,0.031,-0.01,-0.019,0.028
-0.01,0.025,0.035,-0.008,-0.023,0.03
-0.014,0.017,0.031,-0.002,-0.023,0.023
-0.019,0.012,0.03,0.004,-0.024,0.021
-0.02,0.008,0.028,0.006,-0.024,0.018
-0.021,0.004,0.025,0.008,-0.023,0.014
-0.025,0.0,0.025,0.012,-0.025,0.012
-0.025,-0.004,0.021,0.014,-0.022,0.008
-0.028,-0.007,0.02,0.018,-0.024,0.006
-0.032,-0.014,0.018,0.023,-0.025,0.002
-0.036,-0.021,0.015,0.028,-0.025,-0.003
-0.04,-0.025,0.015,0.032,-0.027,-0.005
-0.044,-0.033,0.011,0.038,-0.027,-0.011
-0.049,-0.039,0.01,0.044,-0.029,-0.014
-0.048,-0.039,0.009,0.043,-0.028,-0.015
-0.037,-0.033,0.004,0.035,-0.02,-0.015
-0.035,-0.035,0.0,0.035,-0.017,-0.017
-0.052,-0.056,-0.004,0.055,-0.024,-0.03
-0.051,-0.059,-0.008,0.055,-0.021,-0.033
-0.041,-0.054,-0.013,0.048,-0.014,-0.033
-0.04,-0.054,-0.014,0.048,-0.012,-0.034
-0.035,-0.05,-0.015,0.043,-0.01,-0.032
-0.018,-0.05,-0.032,0.035,0.007,-0.041
-0.015,-0.047,-0.031,0.032,0.008,-0.039
-0.025,-0.045,-0.02,0.035,-0.002,-0.033
-0.031,-0.044,-0.013,0.038,-0.009,-0.029
-0.035,-0.04,-0.005,0.038,-0.015,-0.022
-0.043,-0.04,0.003,0.041,-0.023,-0.018
-0.048,-0.037,0.011,0.042,-0.03,-0.013
-0.052,-0.035,0.018,0.043,-0.034,-0.008
-0.055,-0.034,0.021,0.045,-0.038,-0.006
-0.055,-0.03,0.025,0.042,-0.04,-0.002
-0.059,-0.026,0.033,0.042,-0.046,0.004
-0.06,-0.022,0.038,0.041,-0.049,0.008
-0.06,-0.018,0.042,0.039,-0.051,0.012
-0.06,-0.014,0.046,0.036,-0.052,0.016
-0.06,-0.01,0.05,0.035,-0.055,0.02
-0.064,-0.01,0.054,0.037,-0.059,0.021
-0.069,-0.007,0.062,0.038,-0.065,0.027
-0.084,-0.005,0.08,0.045,-0.081,0.037
-0.095,-0.004,0.091,0.049,-0.092,0.043
-0.085,0.0,0.085,0.042,-0.085,0.042
-0.085,0.0,0.085,0.042,-0.085,0.042
-0.082,0.003,0.085,0.039,-0.084,0.044
-0.08,0.005,0.085,0.037,-0.083,0.045
-0.079,0.006,0.085,0.036,-0.083,0.045
-0.075,0.01,0.085,0.032,-0.08,0.047
-0.075,0.01,0.085,0.032,-0.08,0.047
-0.071,0.014,0.085,0.028,-0.078,0.049
-0.071,0.014,0.085,0.028,-0.079,0.049
-0.066,0.019,0.085,0.023,-0.076,0.052
-0.045,0.04,0.085,0.002,-0.065,0.062
-0.04,0.045,0.085,-0.003,-0.063,0.065
-0.041,0.045,0.086,-0.003,-0.064,0.065
-0.038,0.045,0.083,-0.004,-0.061,0.064
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.036,0.045,0.081,-0.004,-0.059,0.062
-0.028,0.046,0.074,-0.009,-0.052,0.059
-0.025,0.042,0.067,-0.009,-0.047,0.054
-0.032,0.033,0.064,-0.001,-0.049,0.048
-0.035,0.025,0.06,0.005,-0.048,0.042
-0.03,0.021,0.052,0.005,-0.041,0.036
-0.033,0.015,0.047,0.009,-0.04,0.031
-0.035,0.006,0.041,0.015,-0.038,0.023
-0.045,-0.001,0.043,0.023,-0.044,0.021
-0.065,-0.005,0.06,0.035,-0.062,0.027
-0.058,-0.009,0.049,0.033,-0.054,0.02
-0.048,-0.013,0.035,0.03,-0.041,0.01
-0.042,-0.017,0.025,0.029,-0.033,0.004
-0.031,-0.021,0.01,0.026,-0.021,-0.005
-0.025,-0.025,0.0,0.025,-0.012,-0.012
-0.059,-0.029,0.03,0.044,-0.044,0.0
-0.097,-0.031,0.066,0.064,-0.081,0.017
-0.103,-0.027,0.076,0.065,-0.089,0.024
-0.104,-0.035,0.069,0.069,-0.086,0.017
-0.125,-0.055,0.07,0.09,-0.097,0.007
-0.115,-0.044,0.071,0.079,-0.092,0.013
-0.1,-0.033,0.067,0.067,-0.084,0.016
-0.089,-0.024,0.064,0.056,-0.076,0.02
-0.078,-0.013,0.065,0.045,-0.071,0.026
-0.07,-0.005,0.065,0.037,-0.067,0.03
-0.054,0.007,0.061,0.024,-0.057,0.034
-0.042,0.018,0.059,0.012,-0.05,0.039
-0.042,0.019,0.061,0.012,-0.051,0.039
-0.045,0.015,0.059,0.015,-0.052,0.036
-0.04,0.015,0.055,0.012,-0.048,0.035
-0.044,0.011,0.055,0.016,-0.049,0.032
-0.046,0.01,0.056,0.017,-0.05,0.032
-0.045,0.008,0.053,0.018,-0.049,0.03
-0.045,0.005,0.05,0.02,-0.048,0.027
-0.045,0.005,0.05,0.02,-0.048,0.027
-0.05,0.001,0.05,0.024,-0.05,0.026
-0.048,-0.001,0.047,0.024,-0.047,0.023
-0.044,0.001,0.044,0.021,-0.044,0.022
-0.046,-0.001,0.045,0.023,-0.046,0.022
-0.05,-0.005,0.045,0.027,-0.047,0.02
-0.046,-0.005,0.041,0.025,-0.043,0.018
-0.048,-0.008,0.039,0.028,-0.043,0.015
-0.051,-0.01,0.04,0.03,-0.046,0.015
-0.05,-0.011,0.039,0.03,-0.045,0.014
-0.055,-0.015,0.04,0.035,-0.047,0.012
-0.067,-0.015,0.052,0.04,-0.059,0.019
-0.078,-0.018,0.06,0.048,-0.068,0.021
-0.08,-0.02,0.06,0.05,-0.07,0.02
-0.081,-0.02,0.061,0.05,-0.071,0.02
-0.085,-0.02,0.065,0.052,-0.075,0.022
-0.081,-0.016,0.065,0.048,-0.073,0.024
-0.079,-0.011,0.068,0.045,-0.073,0.028
-0.081,-0.01,0.071,0.045,-0.076,0.031
-0.078,-0.009,0.069,0.044,-0.073,0.03
-0.065,-0.005,0.06,0.035,-0.062,0.027
-0.053,0.0,0.052,0.026,-0.052,0.025
-0.077,-0.001,0.077,0.039,-0.077,0.038
-0.089,0.003,0.092,0.043,-0.091,0.048
-0.071,0.012,0.083,0.03,-0.077,0.047
-0.065,0.015,0.08,0.025,-0.073,0.047
-0.058,0.019,0.077,0.019,-0.067,0.047
-0.048,0.023,0.071,0.012,-0.059,0.047
-0.062,0.027,0.089,0.018,-0.076,0.058
-0.08,0.031,0.112,0.025,-0.096,0.071
-0.065,0.035,0.1,0.015,-0.083,0.067
-0.06,0.031,0.092,0.014,-0.076,0.061
-0.057,0.027,0.084,0.015,-0.071,0.055
-0.053,0.023,0.076,0.015,-0.065,0.049
-0.049,0.019,0.068,0.015,-0.059,0.043
-0.045,0.015,0.06,0.015,-0.053,0.037
-0.037,0.015,0.052,0.011,-0.045,0.033
-0.034,0.012,0.046,0.01,-0.04,0.029
-0.037,0.008,0.045,0.014,-0.041,0.026
-0.04,0.004,0.044,0.018,-0.043,0.024
-0.04,0.0,0.04,0.02,-0.04,0.02
-0.044,-0.004,0.04,0.024,-0.042,0.017
-0.044,-0.006,0.038,0.025,-0.041,0.016
-0.033,-0.001,0.031,0.016,-0.032,0.015
-0.035,0.007,0.041,0.014,-0.038,0.024
-0.06,0.01,0.07,0.025,-0.065,0.04
-0.053,0.014,0.067,0.019,-0.061,0.041
-0.046,0.018,0.064,0.013,-0.055,0.04
-0.044,0.022,0.066,0.011,-0.055,0.044
-0.038,0.026,0.064,0.005,-0.051,0.045
-0.035,0.03,0.065,0.002,-0.05,0.047
-0.059,0.031,0.09,0.014,-0.074,0.06
-0.072,0.028,0.101,0.022,-0.087,0.064
-0.063,0.036,0.1,0.014,-0.082,0.068
-0.055,0.045,0.1,0.005,-0.078,0.072
-0.06,0.04,0.1,0.01,-0.08,0.07
-0.061,0.04,0.1,0.01,-0.08,0.07
-0.059,0.041,0.099,0.009,-0.079,0.07
-0.063,0.039,0.102,0.012,-0.082,0.07
-0.064,0.042,0.105,0.01,-0.085,0.073
-0.05,0.055,0.105,-0.003,-0.078,0.08
-0.037,0.068,0.105,-0.016,-0.071,0.086
-0.03,0.075,0.105,-0.023,-0.067,0.089
-0.017,0.089,0.105,-0.037,-0.061,0.097
-0.003,0.101,0.104,-0.049,-0.054,0.102
-0.005,0.095,0.1,-0.045,-0.053,0.097
-0.006,0.094,0.1,-0.044,-0.053,0.097
-0.001,0.096,0.097,-0.048,-0.05,0.096
-0.001,0.093,0.094,-0.046,-0.048,0.094
-0.006,0.09,0.095,-0.042,-0.051,0.092
-0.005,0.09,0.095,-0.043,-0.05,0.092
0.0,0.09,0.091,-0.045,-0.045,0.091
-0.003,0.087,0.09,-0.042,-0.047,0.088
-0.004,0.085,0.088,-0.041,-0.047,0.086
0.0,0.085,0.084,-0.043,-0.042,0.085
0.0,0.085,0.085,-0.043,-0.043,0.085
0.001,0.086,0.085,-0.044,-0.043,0.086
-0.005,0.077,0.082,-0.036,-0.044,0.08
-0.015,0.063,0.078,-0.024,-0.047,0.071
-0.021,0.053,0.074,-0.016,-0.048,0.063
-0.025,0.045,0.07,-0.01,-0.048,0.057
-0.037,0.033,0.07,0.002,-0.054,0.052
-0.047,0.02,0.068,0.013,-0.058,0.044
-0.052,0.011,0.062,0.02,-0.058,0.036
-0.057,0.003,0.06,0.027,-0.059,0.031
-0.065,-0.005,0.06,0.035,-0.062,0.027
-0.07,-0.013,0.056,0.041,-0.062,0.021
-0.069,-0.018,0.051,0.043,-0.06,0.017
-0.074,-0.023,0.05,0.049,-0.062,0.013
-0.081,-0.032,0.049,0.057,-0.065,0.008
-0.08,-0.04,0.04,0.06,-0.06,0.0
-0.08,-0.044,0.036,0.061,-0.057,-0.004
-0.081,-0.048,0.033,0.064,-0.057,-0.008
-0.077,-0.05,0.026,0.064,-0.051,-0.012
-0.068,-0.05,0.019,0.059,-0.043,-0.016
-0.065,-0.05,0.015,0.057,-0.04,-0.017
-0.061,-0.05,0.011,0.056,-0.036,-0.019
-0.056,-0.05,0.006,0.053,-0.031,-0.022
-0.072,-0.067,0.005,0.068,-0.038,-0.031
-0.093,-0.088,0.004,0.09,-0.048,-0.042
-0.09,-0.09,0.0,0.09,-0.045,-0.045
-0.092,-0.092,0.0,0.092,-0.046,-0.045
-0.108,-0.112,-0.003,0.11,-0.052,-0.057
-0.115,-0.121,-0.005,0.119,-0.055,-0.063
-0.108,-0.114,-0.006,0.112,-0.051,-0.06
-0.105,-0.115,-0.01,0.11,-0.047,-0.062
-0.101,-0.111,-0.01,0.106,-0.046,-0.06
-0.096,-0.109,-0.014,0.103,-0.041,-0.061
-0.097,-0.111,-0.014,0.104,-0.041,-0.062
-0.091,-0.109,-0.018,0.101,-0.036,-0.063
-0.07,-0.105,-0.035,0.088,-0.017,-0.07
-0.072,-0.105,-0.033,0.088,-0.019,-0.068
-0.084,-0.106,-0.022,0.095,-0.03,-0.064
-0.064,-0.103,-0.039,0.084,-0.013,-0.071
-0.037,-0.1,-0.062,0.068,0.012,-0.081
-0.04,-0.1,-0.06,0.07,0.01,-0.08
-0.024,-0.1,-0.077,0.062,0.027,-0.089
-0.021,-0.097,-0.077,0.059,0.028,-0.087
-0.043,-0.093,-0.05,0.069,0.004,-0.071
-0.035,-0.097,-0.063,0.066,0.014,-0.079
0.03,-0.095,-0.125,0.033,0.078,-0.11
0.061,-0.047,-0.108,-0.007,0.085,-0.077
0.081,-0.007,-0.088,-0.037,0.085,-0.047
0.111,0.065,-0.047,-0.088,0.079,0.009
0.169,0.187,0.019,-0.179,0.075,0.103
0.25,0.33,0.08,-0.29,0.085,0.205
0.307,0.504,0.197,-0.406,0.055,0.35
0.397,0.687,0.289,-0.543,0.054,0.487
0.445,0.844,0.399,-0.645,0.023,0.621
0.442,0.996,0.554,-0.72,-0.057,0.775
0.44,1.165,0.725,-0.803,-0.143,0.945
0.353,1.267,0.914,-0.81,-0.281,1.09
0.254,1.217,0.963,-0.736,-0.354,1.089
0.212,1.075,0.863,-0.644,-0.326,0.969
0.165,0.923,0.758,-0.544,-0.297,0.84
0.05,0.785,0.735,-0.418,-0.343,0.76
-0.045,0.666,0.71,-0.311,-0.378,0.687
-0.126,0.537,0.663,-0.205,-0.395,0.6
-0.216,0.407,0.623,-0.096,-0.42,0.515
-0.252,0.302,0.554,-0.025,-0.403,0.428
-0.2,0.22,0.42,-0.01,-0.31,0.32
-0.185,0.13,0.315,0.027,-0.25,0.222
-0.182,0.063,0.245,0.06,-0.214,0.153
-0.195,0.005,0.2,0.095,-0.198,0.102
-0.211,-0.044,0.166,0.127,-0.188,0.061
-0.195,-0.06,0.135,0.127,-0.165,0.037
-0.175,-0.056,0.118,0.115,-0.146,0.031
-0.157,-0.054,0.103,0.105,-0.13,0.025
-0.143,-0.056,0.087,0.099,-0.114,0.015
-0.124,-0.053,0.071,0.088,-0.097,0.009
-0.11,-0.055,0.055,0.082,-0.082,0.0
-0.127,-0.084,0.043,0.105,-0.085,-0.021
-0.127,-0.093,0.034,0.11,-0.08,-0.03
-0.115,-0.089,0.027,0.102,-0.071,-0.031
-0.108,-0.09,0.017,0.099,-0.062,-0.037
-0.095,-0.09,0.005,0.092,-0.05,-0.042
-0.085,-0.088,-0.003,0.087,-0.041,-0.045
-0.091,-0.101,-0.01,0.097,-0.04,-0.055
-0.095,-0.116,-0.021,0.106,-0.037,-0.068
-0.097,-0.13,-0.033,0.113,-0.032,-0.08
-0.105,-0.145,-0.04,0.125,-0.032,-0.092
-0.093,-0.138,-0.044,0.116,-0.024,-0.091
-0.086,-0.131,-0.045,0.109,-0.02,-0.088
-0.084,-0.129,-0.045,0.107,-0.019,-0.086
-0.078,-0.123,-0.045,0.101,-0.016,-0.084
-0.07,-0.115,-0.045,0.093,-0.012,-0.08
-0.066,-0.111,-0.045,0.089,-0.011,-0.077
-0.061,-0.108,-0.046,0.085,-0.007,-0.077
-0.061,-0.101,-0.04,0.082,-0.01,-0.071
-0.066,-0.093,-0.027,0.08,-0.019,-0.059
-0.07,-0.085,-0.015,0.078,-0.027,-0.05
-0.074,-0.077,-0.003,0.076,-0.035,-0.04
-0.078,-0.069,0.009,0.073,-0.043,-0.03
-0.082,-0.061,0.021,0.071,-0.051,-0.02
-0.086,-0.053,0.033,0.069,-0.059,-0.009
-0.085,-0.045,0.04,0.065,-0.062,-0.002
-0.081,-0.045,0.036,0.062,-0.058,-0.004
-0.079,-0.045,0.034,0.062,-0.056,-0.005
-0.081,-0.045,0.035,0.062,-0.057,-0.005
-0.079,-0.044,0.035,0.061,-0.057,-0.005
-0.08,-0.045,0.035,0.062,-0.057,-0.005
-0.093,-0.058,0.035,0.075,-0.064,-0.011
-0.093,-0.058,0.035,0.075,-0.064,-0.011
-0.089,-0.054,0.035,0.071,-0.061,-0.01
-0.09,-0.055,0.035,0.072,-0.062,-0.01
-0.09,-0.055,0.035,0.072,-0.062,-0.01
-0.086,-0.051,0.035,0.068,-0.06,-0.007
-0.084,-0.049,0.035,0.066,-0.06,-0.007
-0.086,-0.051,0.035,0.068,-0.06,-0.007
-0.084,-0.049,0.035,0.066,-0.059,-0.007
-0.08,-0.045,0.035,0.062,-0.057,-0.005
-0.08,-0.045,0.035,0.062,-0.057,-0.005
-0.081,-0.046,0.035,0.063,-0.057,-0.005
-0.078,-0.043,0.035,0.06,-0.056,-0.004
-0.074,-0.04,0.035,0.056,-0.055,-0.002
-0.075,-0.04,0.035,0.057,-0.055,-0.002
-0.076,-0.04,0.036,0.058,-0.056,-0.002
-0.069,-0.037,0.032,0.052,-0.05,-0.002
-0.079,-0.034,0.045,0.057,-0.062,0.005
-0.097,-0.035,0.061,0.066,-0.078,0.013
-0.09,-0.035,0.055,0.062,-0.072,0.01
-0.086,-0.031,0.055,0.058,-0.07,0.012
-0.081,-0.029,0.052,0.055,-0.067,0.011
-0.08,-0.031,0.05,0.056,-0.065,0.01
-0.078,-0.029,0.049,0.054,-0.064,0.01
-0.07,-0.025,0.045,0.047,-0.057,0.01
-0.07,-0.025,0.045,0.047,-0.057,0.01
-0.064,-0.022,0.042,0.043,-0.053,0.01
-0.059,-0.019,0.04,0.039,-0.05,0.01
-0.06,-0.02,0.039,0.04,-0.049,0.009
-0.055,-0.02,0.035,0.037,-0.045,0.007
-0.051,-0.016,0.035,0.033,-0.043,0.01
-0.047,-0.015,0.032,0.031,-0.039,0.008
-0.043,-0.013,0.03,0.028,-0.036,0.008
-0.039,-0.009,0.029,0.024,-0.034,0.01
-0.035,-0.01,0.025,0.022,-0.03,0.007
-0.036,-0.012,0.025,0.023,-0.031,0.006
-0.026,0.001,0.027,0.012,-0.026,0.014
-0.034,0.016,0.051,0.008,-0.043,0.033
-0.051,0.029,0.079,0.011,-0.065,0.054
-0.035,0.045,0.08,-0.005,-0.058,0.062
-0.024,0.057,0.082,-0.017,-0.053,0.069
-0.035,0.067,0.101,-0.016,-0.068,0.084
-0.039,0.072,0.111,-0.017,-0.075,0.092
-0.027,0.077,0.103,-0.026,-0.066,0.09
-0.015,0.085,0.1,-0.035,-0.058,0.092
-0.007,0.089,0.096,-0.042,-0.052,0.092
0.001,0.093,0.092,-0.048,-0.046,0.092
0.007,0.095,0.088,-0.051,-0.041,0.091
0.011,0.095,0.084,-0.054,-0.037,0.089
0.015,0.095,0.08,-0.055,-0.033,0.087
0.005,0.093,0.088,-0.049,-0.042,0.09
-0.012,0.113,0.125,-0.051,-0.069,0.119
0.022,0.146,0.124,-0.084,-0.052,0.134
0.053,0.17,0.117,-0.111,-0.032,0.143
0.01,0.18,0.17,-0.095,-0.08,0.175
0.005,0.182,0.177,-0.093,-0.087,0.179
0.033,0.206,0.174,-0.12,-0.071,0.19
0.05,0.225,0.175,-0.138,-0.063,0.2
0.05,0.225,0.175,-0.138,-0.063,0.2
0.055,0.23,0.175,-0.143,-0.06,0.202
0.061,0.235,0.174,-0.149,-0.057,0.205
0.054,0.232,0.178,-0.143,-0.063,0.205
0.083,0.248,0.165,-0.165,-0.041,0.206
0.107,0.274,0.167,-0.191,-0.03,0.22
0.065,0.275,0.21,-0.17,-0.073,0.242
0.057,0.273,0.216,-0.165,-0.08,0.245
0.074,0.288,0.214,-0.181,-0.071,0.251
0.08,0.296,0.215,-0.188,-0.068,0.255
0.073,0.288,0.215,-0.181,-0.071,0.251
0.075,0.29,0.215,-0.183,-0.07,0.252
0.091,0.306,0.215,-0.199,-0.062,0.26
0.1,0.315,0.214,-0.208,-0.057,0.264
0.098,0.315,0.217,-0.207,-0.06,0.266
0.095,0.315,0.22,-0.205,-0.063,0.267
0.105,0.325,0.22,-0.215,-0.058,0.272
0.134,0.354,0.22,-0.244,-0.043,0.287
0.146,0.366,0.22,-0.256,-0.037,0.293
0.144,0.365,0.22,-0.254,-0.039,0.292
0.146,0.365,0.219,-0.255,-0.037,0.292
0.145,0.365,0.22,-0.255,-0.038,0.292
0.129,0.366,0.237,-0.247,-0.055,0.301
0.124,0.362,0.238,-0.243,-0.058,0.299
0.156,0.377,0.221,-0.266,-0.033,0.298
0.17,0.397,0.227,-0.284,-0.029,0.311
0.125,0.39,0.265,-0.258,-0.07,0.327
0.122,0.386,0.263,-0.254,-0.071,0.324
0.127,0.382,0.255,-0.255,-0.064,0.318
0.123,0.378,0.255,-0.251,-0.067,0.316
0.12,0.374,0.254,-0.247,-0.068,0.314
0.12,0.37,0.25,-0.245,-0.065,0.31
0.116,0.366,0.25,-0.241,-0.067,0.308
0.112,0.359,0.248,-0.236,-0.068,0.303
0.109,0.351,0.242,-0.23,-0.067,0.297
0.103,0.343,0.24,-0.223,-0.069,0.291
0.095,0.335,0.24,-0.215,-0.073,0.287
0.091,0.327,0.236,-0.21,-0.073,0.281
0.083,0.318,0.235,-0.201,-0.077,0.277
0.082,0.314,0.232,-0.198,-0.075,0.273
0.084,0.307,0.223,-0.196,-0.069,0.264
0.07,0.285,0.215,-0.178,-0.073,0.25
0.053,0.264,0.211,-0.159,-0.079,0.238
0.046,0.25,0.205,-0.148,-0.08,0.227
0.044,0.239,0.195,-0.141,-0.076,0.217
0.038,0.227,0.189,-0.133,-0.075,0.208
0.03,0.215,0.185,-0.123,-0.078,0.2
